number_of_orders,no_of_products,total_sales,gmv,avg_daily_sales,aprox_exist_inventory,is_rental,shop_size,business_age(year),electricity_bill,rent_amount,shop_type,using_pos,credit_score
101 to 200,101 to 200,"371,669",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,4.8
1 to 50,51 to 100,"875,094",500001 to 1000000,12001 to 20000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,5.5
51 to 100,1 to 50,"39,340",1 to 200000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,4.3
51 to 100,1 to 50,"36,582",1 to 200000,6001 to 9000,100k - 300k,Rented,545+,13+,More than 5000,15001 to 20000,Kiryana,No,3.9
1 to 50,1 to 50,"100,501",1 to 200000,6001 to 9000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,4.4
1 to 50,101 to 200,"388,379",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Super Store,No,4.6
1 to 50,301 to 400,"1,500,347",1000001 to 2000000,9001 to 12000,100k - 300k ,Rented,545+,13+,More than 5000,25000+,Wholesale,No,4.8
1 to 50,51 to 100,"189,637",1 to 200000,3001 to 6000,Less than 100k,Rented,545+,13+,More than 5000,5001 to 10000,Kiryana,No,3.4
1 to 50,201 to 300,"1,033,622",500001 to 1000000,12001 to 20000,100k - 300k,Owned,545+,13+,2000 - 5000,0,Kiryana,No,6.1
51 to 100,51 to 100,"706,331",500001 to 1000000,6001 to 9000,100k - 300k,Owned,409 - 544,13+,More than 5000,0,Kiryana,No,5.4
1 to 50,51 to 100,"70,755",1 to 200000,3001 to 6000,Less than 100k,Rented,Less than 136,13+,2000 - 5000,5001 to 10000,Kiryana,No,3
51 to 100,1 to 50,"85,605",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,13+,More than 5000,10001 to 15000,PanShop / Juice Corner / Canteen,No,3.4
1 to 50,101 to 200,"176,746",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4
1 to 50,51 to 100,"361,866",200001 to 500000,20000+,Less than 100k,Owned,Less than 136,13+,More than 5000,0,General Store,No,5
1 to 50,1 to 50,"3,750",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,More than 5000,0,Wholesale,No,4.3
1 to 50,101 to 200,"264,164",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Kiryana,No,4.3
1 to 50,1 to 50,"25,570",1 to 200000,12001 to 20000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.9
1 to 50,101 to 200,"422,484",200001 to 500000,3001 to 6000,100k - 300k,Rented,136 - 271,13+,More than 5000,15001 to 20000,General Store,No,3.5
1 to 50,1 to 50,"122,188",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,3.9
1 to 50,101 to 200,"90,619",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Bakery,No,3.9
1 to 50,1 to 50,"11,459",1 to 200000,1 to 3000,100k - 300k,Rented,136 - 271,13+,More than 5000,5001 to 10000,Kiryana,No,3.2
1 to 50,101 to 200,"187,106",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Kiryana,No,4
1 to 50,1 to 50,"63,513",1 to 200000,9001 to 12000,Less than 100k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.2
1 to 50,51 to 100,"119,829",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,13+,More than 5000,5001 to 10000,Kiryana,No,3.3
1 to 50,1 to 50,"130,044",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,3.9
51 to 100,101 to 200,"492,982",200001 to 500000,9001 to 12000,100k - 300k,Owned,272 - 408,13+,2000 - 5000,0,Kiryana,No,5.1
1 to 50,1 to 50,"33,394",1 to 200000,1 to 3000,Less than 100k,Rented,545+,13+,More than 5000,5001 to 10000,Kiryana,No,3.2
1 to 50,1 to 50,"100,696",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,3.9
1 to 50,51 to 100,"173,613",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4
1 to 50,1 to 50,"25,034",1 to 200000,20000+, , , , , , , ,No,2
1 to 50,101 to 200,"1,549,416",1000001 to 2000000,20000+,100k - 300k,Owned,Less than 136,13+,More than 5000,0,PanShop / Juice Corner / Canteen,No,6.3
1 to 50,101 to 200,"398,509",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4.2
1 to 50,1 to 50,"34,677",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,More than 5000,0,Super Store,No,4.3
1 to 50,1 to 50,"13,614",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,2000 - 5000,5001 to 10000,Kiryana,No,3.6
51 to 100,1 to 50,"318,373",1 to 200000,12001 to 20000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Bakery,No,4.8
1 to 50,1 to 50,"10,840",1 to 200000,9001 to 12000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.6
1 to 50,1 to 50,"9,278",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
1 to 50,1 to 50,"18,839",1 to 200000,3001 to 6000,100k - 300k,Rented,272 - 408,13+,More than 5000,25000+,PanShop / Juice Corner / Canteen,No,3.1
51 to 100,1 to 50,"26,600",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.1
1 to 50,101 to 200,"218,771",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,13+,2000 - 5000,5001 to 10000,Kiryana,No,3.3
1 to 50,101 to 200,"262,232",200001 to 500000,3001 to 6000,Less than 100k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
51 to 100,1 to 50,"29,972",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.1
1 to 50,1 to 50,"38,781",1 to 200000,3001 to 6000,Less than 100k,Owned,545+,13+,More than 5000,0,General Store,No,3.9
101 to 200,1 to 50,"10,285",1 to 200000,1 to 3000, , , , , , , ,No,1
1 to 50,201 to 300,"426,575",200001 to 500000,6001 to 9000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Bakery,No,4.8
101 to 200,1 to 50,"3,708",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,4.1
101 to 200,1 to 50,"33,927",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Bakery,No,4.1
101 to 200,201 to 300,"725,560",500001 to 1000000,6001 to 9000,100k - 300k,Owned,409 - 544,13+,More than 5000,0,General Store,No,5.7
1 to 50,1 to 50,"29,899",1 to 200000,3001 to 6000,Less than 100k,Rented,136 - 271,13+,More than 5000,5001 to 10000,General Store,No,3
1 to 50,301 to 400,"1,071,397",1000001 to 2000000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,5.6
1 to 50,1 to 50,"98,159",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Kiryana,No,3.9
1 to 50,201 to 300,"522,704",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,Less than 2000,0,Kiryana,No,4.4
1 to 50,401 to 500,"841,559",500001 to 1000000,3001 to 6000,100k - 300k,Rented,545+,13+,More than 5000,20000 to 25000,Super Store,No,4
1 to 50,501 to 1000,"816,349",500001 to 1000000,3001 to 6000,Less than 100k,Owned,136 - 271,13+,2000 - 5000,0,General Store,No,4.2
1 to 50,1 to 50,"31,456",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Super Store,No,3.9
1 to 50,1 to 50,"7,958",1 to 200000,6001 to 9000,Less than 100k,Owned,Less than 136,13+,2000 - 5000,0,Bakery,No,3.7
1 to 50,1 to 50,"74,468",1 to 200000,3001 to 6000,Less than 100k,Owned,Less than 136,13+,2000 - 5000,0,General Store,No,3.4
1 to 50,1 to 50,"29,530",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,3.8
1 to 50,1 to 50,"4,903",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
1 to 50,1 to 50,"57,212",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,2000 - 5000,0,Kiryana,No,4.2
1 to 50,51 to 100,"132,154",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,2000 - 5000,0,Kiryana,No,3.9
101 to 200,101 to 200,"221,822",1 to 200000,3001 to 6000,100k - 300k,Rented,272 - 408,13+,More than 5000,10001 to 15000,Kiryana,No,3.8
1 to 50,1 to 50,"4,940",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,PanShop / Juice Corner / Canteen,No,4.1
1 to 50,1 to 50,"10,503",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,4.1
1 to 50,1 to 50,"79,570",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,More than 5000,0,General Store,No,4.2
1 to 50,1 to 50,"71,277",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.2
1 to 50,51 to 100,"156,883",1 to 200000,3001 to 6000,Less than 100k,Owned,Less than 136,13+,2000 - 5000,0,Kiryana,No,3.6
1 to 50,201 to 300,"1,432,927",1000001 to 2000000,12001 to 20000,100k - 300k,Rented,136 - 271,13+,More than 5000,15001 to 20000,Kiryana,No,5.5
1 to 50,1 to 50,"16,059",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,Kiryana,No,4.6
1 to 50,1 to 50,"17,837",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,13+,More than 5000,10001 to 15000,Kiryana,No,3.3
1 to 50,1 to 50,"37,105",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,3.8
1 to 50,101 to 200,"140,929",1 to 200000,3001 to 6000,Less than 100k,Owned,Less than 136,13+,More than 5000,0,General Store,No,3.7
1 to 50,101 to 200,"341,164",200001 to 500000,6001 to 9000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,General Store,No,4.7
1 to 50,1 to 50,"61,525",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,2000 - 5000,0,Kiryana,No,4.5
1 to 50,101 to 200,"222,754",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.4
1 to 50,1 to 50,"13,013",1 to 200000,1 to 3000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,3.9
1 to 50,1 to 50,"16,547",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,2000 - 5000,0,Kiryana,No,4.2
1 to 50,51 to 100,"290,799",200001 to 500000,9001 to 12000,100k - 300k ,Owned,272 - 408,13+,2000 - 5000,0,Kiryana,No,4.3
1 to 50,101 to 200,"274,752",200001 to 500000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,2000 - 5000,0,Kiryana,No,4.4
1 to 50,1 to 50,"9,450",1 to 200000,9001 to 12000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.6
51 to 100,51 to 100,"251,726",200001 to 500000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.7
1 to 50,51 to 100,"677,398",500001 to 1000000,20000+,100k - 300k,Owned,545+,13+,More than 5000,0,Wholesale,No,6.3
1 to 50,51 to 100,"110,748",1 to 200000,6001 to 9000,100k - 300k,Rented,Less than 136,13+,More than 5000,10001 to 15000,Kiryana,No,3.5
1 to 50,1 to 50,"8,122",1 to 200000,1 to 3000, , , , , , , ,No,0.7
1 to 50,51 to 100,"80,456",1 to 200000,3001 to 6000,Less than 100k,Rented,136 - 271,13+,More than 5000,10001 to 15000,Kiryana,No,3
1 to 50,1 to 50,"15,201",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,More than 5000,10001 to 15000,Wholesale,No,3.6
51 to 100,101 to 200,"566,097",500001 to 1000000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,2000 - 5000,0,Super Store,No,4.8
1 to 50,1 to 50,"19,295",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,Kiryana,No,4.6
51 to 100,1 to 50,"38,895",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,4.2
51 to 100,101 to 200,"241,413",200001 to 500000,3001 to 6000,100k - 300k,Owned,545+,13+,2000 - 5000,0,General Store,No,4.7
1 to 50,1 to 50,"14,642",1 to 200000,1 to 3000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,3.9
1 to 50,101 to 200,"426,529",200001 to 500000,6001 to 9000,Less than 100k,Rented,Less than 136,13+,More than 5000,5001 to 10000,General Store,No,3.6
51 to 100,401 to 500,"1,126,536",500001 to 1000000,6001 to 9000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,5.2
1 to 50,1 to 50,"70,939",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,Less than 2000,0,Kiryana,No,4.1
51 to 100,401 to 500,"597,391",200001 to 500000,6001 to 9000,100k - 300k,Rented,545+,13+,More than 5000,5001 to 10000,General Store,No,4.3
1 to 50,101 to 200,"544,301",500001 to 1000000,3001 to 6000,100k - 300k,Rented,272 - 408,13+,More than 5000,10001 to 15000,General Store,No,4.1
51 to 100,51 to 100,"148,044",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,More than 5000,5001 to 10000,General Store,No,3.9
1 to 50,1 to 50,"11,099",1 to 200000,3001 to 6000,100k - 300k,Rented,136 - 271,13+,Less than 2000,5001 to 10000,Kiryana,No,3.2
1 to 50,201 to 300,"1,481,274",1000001 to 2000000,12001 to 20000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Super Store,No,6.3
1 to 50,1 to 50,"246,326",200001 to 500000,20000+,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,5.3
1 to 50,101 to 200,"1,357,761",1000001 to 2000000,12001 to 20000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,6
1 to 50,1 to 50,"14,402",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,General Store,No,4.5
1 to 50,101 to 200,"320,754",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,4.2
1 to 50,1 to 50,"19,925",1 to 200000,6001 to 9000,100k - 300k,Rented,Less than 136,13+,More than 5000,10001 to 15000,PanShop / Juice Corner / Canteen,No,3.5
1 to 50,101 to 200,"414,914",200001 to 500000,9001 to 12000,100k - 300k,Owned,545+,13+,More than 5000,0,General Store,No,5.2
1 to 50,1 to 50,"17,027",1 to 200000,3001 to 6000,Less than 100k,Rented,Less than 136,13+,More than 5000,5001 to 10000,Kiryana,No,3
1 to 50,1 to 50,"41,721",1 to 200000,12001 to 20000,100k - 300k,Rented,Less than 136,13+,More than 5000,20000 to 25000,Kiryana,No,3.8
51 to 100,51 to 100,"126,821",1 to 200000,3001 to 6000,Less than 100k,Owned,545+,13+,More than 5000,0,General Store,No,4.2
1 to 50,51 to 100,"138,115",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
1 to 50,101 to 200,"299,938",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,Less than 2000,0,PanShop / Juice Corner / Canteen,No,4.4
1 to 50,1 to 50,"4,200",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,3.9
101 to 200,101 to 200,"576,346",500001 to 1000000,12001 to 20000,Less than 100k,Owned,272 - 408,13+,2000 - 5000,0,General Store,No,5.7
1 to 50,51 to 100,"262,648",200001 to 500000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4.5
51 to 100,101 to 200,"376,725",200001 to 500000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4.4
1 to 50,1 to 50,"99,484",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,3.9
51 to 100,1 to 50,"88,421",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,2000 - 5000,0,Kiryana,No,4.3
1 to 50,1 to 50,"15,526",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,More than 5000,5001 to 10000,Kiryana,No,3.7
101 to 200,401 to 500,"957,765",500001 to 1000000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,General Store,No,5.1
1 to 50,1 to 50,"29,090",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,4.1
1 to 50,101 to 200,"454,670",200001 to 500000,6001 to 9000,100k - 300k,Rented,545+,13+,2000 - 5000,5001 to 10000,General Store,No,4.2
1 to 50,101 to 200,"857,984",500001 to 1000000,12001 to 20000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,5.6
101 to 200,101 to 200,"1,129,647",1000001 to 2000000,12001 to 20000,100k - 300k ,Owned,545+,13+,More than 5000,0,Wholesale,No,6.2
1 to 50,51 to 100,"269,898",200001 to 500000,6001 to 9000,100k - 300k,Rented,272 - 408,13+,2000 - 5000,5001 to 10000,Kiryana,No,4
1 to 50,301 to 400,"1,103,749",1000001 to 2000000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,Kiryana,No,6
51 to 100,51 to 100,"177,963",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Kiryana,No,4.1
1 to 50,1 to 50,"15,700",1 to 200000,3001 to 6000,100k - 300k,Owned,545+,13+,More than 5000,0,Kiryana,No,4.3
1 to 50,101 to 200,"186,781",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,2000 - 5000,0,Kiryana,No,3.9
1 to 50,201 to 300,"3,430,705",2000001 to 3000000,12001 to 20000,100k - 300k,Rented,Less than 136,13+,More than 5000,5001 to 10000,Kiryana,No,6
1 to 50,51 to 100,"334,190",200001 to 500000,6001 to 9000,Less than 100k,Rented,272 - 408,13+,More than 5000,10001 to 15000,General Store,No,3.6
1 to 50,101 to 200,"302,769",200001 to 500000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,Super Store,No,5
51 to 100,101 to 200,"610,209",500001 to 1000000,6001 to 9000,100k - 300k,Rented,545+,13+,More than 5000,25000+,Super Store,No,4.6
1 to 50,51 to 100,"85,719",1 to 200000,3001 to 6000,Less than 100k,Rented,Less than 136,13+,2000 - 5000,15001 to 20000,General Store,No,2.7
1 to 50,51 to 100,"129,908",1 to 200000,3001 to 6000,Less than 100k,Owned,545+,13+,Less than 2000,0,Kiryana,No,3.9
51 to 100,1 to 50,"8,280",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,2000 - 5000,0,General Store,No,3.9
51 to 100,1 to 50,"32,852",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,2000 - 5000,5001 to 10000,General Store,No,3.7
1 to 50,1 to 50,"5,194",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,3.9
1 to 50,501 to 1000,"668,544",500001 to 1000000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.9
1 to 50,1 to 50,"36,586",1 to 200000,3001 to 6000,100k - 300k,Rented,Less than 136,13+,More than 5000,20000 to 25000,PanShop / Juice Corner / Canteen,No,2.9
101 to 200,51 to 100,"181,935",1 to 200000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4.6
201 to 300,201 to 300,"1,344,876",1000001 to 2000000,12001 to 20000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,Kiryana,No,6.9
1 to 50,301 to 400,"509,615",500001 to 1000000,6001 to 9000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,PanShop / Juice Corner / Canteen,No,5.1
51 to 100,1 to 50,"49,886",1 to 200000,6001 to 9000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4.4
1 to 50,51 to 100,"132,400",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,Less than 2000,0,Kiryana,No,3.9
1 to 50,51 to 100,"219,534",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
1 to 50,301 to 400,"595,007",500001 to 1000000,3001 to 6000,100k - 300k,Rented,136 - 271,13+,More than 5000,5001 to 10000,General Store,No,4.3
1 to 50,501 to 1000,"3,040,684",2000001 to 3000000,12001 to 20000,100k - 300k,Rented,136 - 271,13+,More than 5000,1 to 5000,Kiryana,No,5.8
1 to 50,1 to 50,"3,163",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,Kiryana,No,4
1 to 50,101 to 200,"279,843",200001 to 500000,3001 to 6000,100k - 300k,Rented,Less than 136,13+,More than 5000,5001 to 10000,PanShop / Juice Corner / Canteen,No,3.6
101 to 200,1 to 50,"24,202",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,Super Store,No,4.9
1 to 50,1 to 50,"74,337",1 to 200000,9001 to 12000,100k - 300k,Rented,272 - 408,13+,More than 5000,5001 to 10000,Kiryana,No,4.1
51 to 100,1 to 50,"47,932",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Kiryana,No,4
1 to 50,1 to 50,"169,372",1 to 200000,9001 to 12000,100k - 300k,Owned,545+,13+,More than 5000,0,General Store,No,4.8
1 to 50,1 to 50,"11,513",1 to 200000,3001 to 6000,100k - 300k,Owned,272 - 408,13+,2000 - 5000,0,General Store,No,3.9
51 to 100,1 to 50,"36,176",1 to 200000,3001 to 6000,100k - 300k,Owned,Less than 136,13+,2000 - 5000,0,PanShop / Juice Corner / Canteen,No,3.9
1 to 50,301 to 400,"5,331,878",3000000+,20000+,100k - 300k ,Owned,136 - 271,13+,More than 5000,0,General Store,No,6.8
1 to 50,101 to 200,"504,700",200001 to 500000,9001 to 12000,100k - 300k,Owned,272 - 408,13+,More than 5000,0,General Store,No,5
1 to 50,101 to 200,"276,101",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,Less than 2000,0,Kiryana,No,4.2
51 to 100,51 to 100,"171,938",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,General Store,No,4.1
1 to 50,51 to 100,"84,236",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,2000 - 5000,0,PanShop / Juice Corner / Canteen,No,4.6
1 to 50,201 to 300,"554,466",500001 to 1000000,6001 to 9000,100k - 300k ,Owned,272 - 408,13+,More than 5000,0,General Store,No,4.7
51 to 100,1 to 50,"82,717",1 to 200000,6001 to 9000,100k - 300k,Rented,Less than 136,13+,More than 5000,25000+,Super Store,No,3.4
1 to 50,101 to 200,"259,723",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.3
1 to 50,1 to 50,"299,547",200001 to 500000,9001 to 12000,100k - 300k,Owned,545+,13+,More than 5000,0,Super Store,No,5.1
51 to 100,101 to 200,"612,520",500001 to 1000000,9001 to 12000,100k - 300k,Owned,Less than 136,13+,More than 5000,0,Super Store,No,5.5
101 to 200,1 to 50,"18,966",1 to 200000,6001 to 9000,100k - 300k,Owned,545+,13+,More than 5000,0,PanShop / Juice Corner / Canteen,No,4.9
1 to 50,1 to 50,"89,056",1 to 200000,9001 to 12000,Less than 100k,Owned,Less than 136,13+,More than 5000,0,PanShop / Juice Corner / Canteen,No,4.2
1 to 50,101 to 200,"435,458",200001 to 500000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,More than 5000,0,General Store,No,4.3
1 to 50,1 to 50,"46,010",1 to 200000,3001 to 6000,100k - 300k,Owned,136 - 271,13+,2000 - 5000,0,Kiryana,No,3.9
1 to 50,1 to 50,"33,651",1 to 200000,3001 to 6000,100k - 300k,Rented,545+,13+,More than 5000,20000 to 25000,Bakery,No,3.2
